file_name,clause,pages,class_id,label,start_at,end_at
MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.pdf,"During the Term of this Agreement, the AS Parties grant to MusclePharm and consent to MusclePharm's commercial use of the Name and Appearance Rights to advertise, promote, endorse and publicize Products, Licensed Products, and MusclePharm's business, worldwide in any media selected by MusclePharm (excluding telephone or texting campaigns), including but not limited to print, radio, television, electronic, wireless or internet, pursuant to the terms and conditions set forth herein. MusclePharm acknowledges that any use on products requires approval and that use of the Name and Appearance Rights on products is limited to the Licensed Products.",6,25,License Grant,18841,19490
MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.pdf,"Endorser also grants to MusclePharm and consents to MusclePharm's editorial use world-wide of Endorser's Name and Appearance in MusclePharm published materials approved by Endorser. For purposes of this Agreement, MusclePharm's editorial use of Endorser's Name and Appearance shall mean a use that does not directly promote, advertise or endorse MusclePharm's business, its Products or Licensed Products. Nothing in this Section 6(c) shall entitle MusclePharm to reduce Endorser's compensation pursuant to Section 7 and Section 8 of this Agreement (including, without limitation, with respect to any renewal Term, if any).",7,25,License Grant,19554,20176
MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.pdf,"MusclePharm shall have the rights to use Endorser's Name and Appearance Rights and the Right to Publicize Endorser's Name and Appearance, as provided in this Agreement, unless Endorser and MusclePharm enter into a separate written agreement in which MusclePharm waives or releases some or all of the rights Endorser has granted in this Agreement.",7,25,License Grant,20639,20985
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement.pdf,"Subject to the terms and conditions of this Agreement, Online BVI hereby grants to Skype and the Company a limited, non-exclusive, non-sublicensable (except as set forth herein), non-transferable, non-assignable (except as provided in Section 14.4), royalty- free (but subject to the provisions of Section 5), license during the Term to use, market, provide access to, promote, reproduce and display the Online BVI Intellectual Property solely as incorporated in, and for the development of and for transmission pursuant to this Agreement of the Company-Skype Branded Application, the Company-Skype Branded Content and the Company-Skype Branded Web Site.",11,25,License Grant,35676,36330
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement.pdf,"Skype hereby grants to Online BVI and the Company a limited, non-exclusive, non-sublicensable (except as set forth herein), non-transferable, non-assignable (except as provided in Section 14.4), royalty-free (but subject to the provisions of Section 5), license during the Term to use, market, provide access to, promote, reproduce and display the Skype Intellectual Property solely (i) as incorporated in the Company-Skype Branded Application and/or the Company-Skype Toolbar, and (ii) as incorporated in, for the development of, and for transmission pursuant to this Agreement of, the Company-Skype Branded Content and the Company-Skype Branded Web Site, in each case for the sole purposes (unless otherwise mutually agreed by the Parties) of promoting and distributing, pursuant to this Agreement, the Company-Skype Branded Application, the Company-Skype Toolbar, the Company-Skype Branded Content and the Company-Skype Branded Web Site in the Territory; (a) provided, that it is understood that the Company-Skype Branded Customers will have the right under the EULA to use the Company- Skype Branded Application and the Company-Skype Toolbar and will have the right to access the Company-Skype Branded Content, the Company-Skype Branded Web Site and the Online BVI Web Site through the Internet and to otherwise receive support from the Company anywhere in the world, and that the Company shall be permitted to provide access to and reproduce and display the Skype Intellectual Property through the Internet anywhere in the world, and (b) provided further, that Online BVI and the Company shall ensure that no Company-Skype Branded Customer (or potential Company-Skype Branded Customer) shall be permitted to access, using the Company-Skype Branded Application or the Company-Skype Toolbar or through the Company-Skype Branded Web Site, any Skype premium features requiring payment by the Company-Skype Branded Customer (or potential Company-Skype Branded Customer), including, but not limited to, SkypeIn, SkypeOut, or Skype Plus, unless such Company-Skype Branded Customer (or potential Company-Skype Branded Customer) uses the payment methods made available by the Company pursuant to Section 2.5 for the purchase of such premium features.",11,25,License Grant,36801,39047
ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement.pdf,"To the extent required and for the avoidance of doubt, Stryker hereby grants Conformis, and Conformis hereby accepts, a non-exclusive license to the Stryker Background IP and Improved Stryker Background IP solely for purposes of performing any obligations under this Agreement and the Distribution Agreement.",13,25,License Grant,24121,24429
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.pdf,"Aucta, for itself and its Affiliates, hereby grants to ETON in accordance with the terms and conditions of this Agreement, an exclusive (even as to and against Aucta in the Territory) right and license, including the right to sublicense, to the Products (or any components thereof), Dossiers, and all current and future Aucta Background Intellectual Property that is owned or controlled by Aucta or its Affiliates for ETON to develop, manufacture, import, use, promote, distribute, market, advertise, offer for sale or sell (collectively, ""Market"") the Products in and for the Territory.",5,25,License Grant,11309,11896
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.pdf,"ETON, for itself and its Affiliates, hereby grants to Aucta in accordance with the terms and conditions of this Agreement, a right and license, to its trademark, including to its name and logo, that is owned or controlled by ETON or its Affiliates for Aucta (or its authorized Third Party) to make the packs, labels, and leaflets for the Products for sale in the Territory.",5,25,License Grant,12162,12535
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"ExxonMobil grants FCE a worldwide, non-exclusive, royalty-free, non-transferable (except pursuant to Article 14 (Assignment)), non-sub-licensable (except as set forth in this Paragraph 7.01(a)) right and license to practice Program Results solely to conduct research and development for the Program.",9,25,License Grant,27752,28051
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"More particularly, said right and license to practice includes the right to use, reproduce, and create derivative works of Program Information under applicable copyrights and to make, use, and import (but not sell or offer to sell) under the claims of Program Patents, in each case solely for research and development for the Program.",9,25,License Grant,28052,28386
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"ExxonMobil grants FCE a worldwide, non-exclusive, royalty-free, perpetual, irrevocable (except as stated in Paragraphs 12.03 (Failure to Perform), 12.04 (Other Termination), and 12.05 (Bankruptcy)), sub-licensable, non-transferable (except pursuant to Article 14 (Assignment)), right and license to practice Program Results solely for Power Applications and Hydrogen Applications.",10,25,License Grant,28730,29110
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"In the event ExxonMobil notifies FCE that it has formally decided not to pursue Generation 2 Technology for Carbon Capture Applications, then upon FCE's written request, ExxonMobil agrees to negotiate a grant to FCE, under commercially reasonable terms to be determined in good faith, a worldwide, non-exclusive, royalty-bearing (with the royalty to be negotiated), non-sub- licensable (except as set forth in this Paragraph 7.01(b)(2)), non-transferable (except pursuant to Article 14 (Assignment)), right and license to practice Program Results solely for Carbon Capture Applications.",10,25,License Grant,29480,30066
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"To the extent not already granted pursuant to the License Agreement, FCE grants ExxonMobil and its Affiliates a worldwide, non-exclusive, royalty-free, irrevocable, perpetual, sub-licensable, non-transferable (except pursuant to Article 14 (Assignment)) right and license to practice FCE Background Information and FCE Background Patents for Generation 2 Technology in Carbon Capture Applications and Hydrogen Applications.",10,25,License Grant,31136,31559
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"In the event FCE notifies ExxonMobil that it has formally decided not to pursue Generation 2 Technology for Power Applications, then upon ExxonMobil's written request, FCE agrees to negotiate a grant to ExxonMobil and its Affiliates, under commercially reasonable terms to be determined in good faith, a worldwide, royalty-bearing (with the royalty to be negotiated), non-exclusive, sub-licensable right and license to practice FCE Background Information and FCE Background Patents for Generation 2 Technology in any application outside of Carbon Capture Applications and Hydrogen Applications.",11,25,License Grant,32063,32657
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"More particularly, said right and license to practice FCE Background Information and FCE Background Patents for Generation 2 Technology in any application outside of Carbon Capture Applications and Hydrogen Applications will include the right to use, reproduce, and create derivative works of FCE Background Information under applicable copyrights and the right to make, use, import, and sell or offer to sell under the claims of FCE Background Patents.",11,25,License Grant,32658,33111
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,Nothing in this Paragraph 8.02(a)(2) will create an obligation on the part of FCE to grant ExxonMobil a license or right under FCE Background Patents or FCE Background Information if the Parties do not agree on the terms and conditions of such license.,11,25,License Grant,33112,33364
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"ExxonMobil grants FCE a worldwide, non-exclusive, royalty- free, non-sub-licensable (except as set forth herein), perpetual, irrevocable (except as stated in Paragraphs 12.03 (Failure to Perform), 12.04 (Other Termination), and 12.05 (Bankruptcy)), non- transferable (except pursuant to Article 14 (Assignment)) right and license to practice ExxonMobil Background Information and ExxonMobil Background Patents for Generation 1 Technology in any applications outside of Carbon Capture Applications.",11,25,License Grant,33454,33951
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"More particularly, said right and license to practice ExxonMobil Background Information and ExxonMobil Background Patents for Generation 1 Technology in any applications outside of Carbon Capture Applications includes the right to use, reproduce, and create derivative works of ExxonMobil Background Information under applicable copyrights and the right to make, use, import, and sell or offer to sell under the claims of ExxonMobil Background Patents.",11,25,License Grant,33952,34404
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"ExxonMobil grants FCE a worldwide, non-exclusive, royalty-free, non-sub- licensable (except as set forth herein), perpetual, irrevocable (except as stated in Paragraphs 12.03 (Failure to Perform), 12.04 (Other Termination), and 12.05 (Bankruptcy)), non-transferable (except pursuant to Article 14 (Assignment)) right and license to practice ExxonMobil Background Information and ExxonMobil Background Patents for Generation 1 Technology in Carbon Capture Applications, solely to conduct Authorized Work with Authorized Third Parties.",11,25,License Grant,34589,35122
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"More particularly, said right and license to practice ExxonMobil Background Information and ExxonMobil Background Patents for Generation 1 Technology in Carbon Capture Applications includes the right to use, reproduce, and create derivative works of ExxonMobil Background Information under applicable copyrights and the right to make, use, and import (but not sell or offer to sell) under the claims of ExxonMobil Background Patents, solely to conduct Authorized Work with Authorized Third Parties",11,25,License Grant,35123,35620
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"In the event that ExxonMobil fails to notify FCE before the end of the Term of the Agreement of ExxonMobil's intent to negotiate a subsequent or follow-on commercial agreement, ExxonMobil agrees to negotiate a grant to FCE, under commercially reasonable terms to be determined in good faith, a worldwide, royalty-free, non-exclusive, non-sub-licensable (except as set forth herein) right and license to practice ExxonMobil Background Information and ExxonMobil Background Patents for Generation 1 Technology in Carbon Capture Applications.",12,25,License Grant,35867,36406
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"More particularly, said right and license to practice ExxonMobil Background Information and ExxonMobil Background Patents for Generation 1 Technology in Carbon Capture Applications will include the right to use, reproduce, and create derivative works of ExxonMobil Background Information under applicable copyrights and the right to make, use, import, and sell or offer to sell under the claims of ExxonMobil Background Patents.",12,25,License Grant,36407,36835
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"ExxonMobil grants FCE a worldwide, non-exclusive, royalty-free, non-sub-licensable (except as set forth herein), perpetual, irrevocable (except as stated in Paragraphs 12.03 (Failure to Perform), 12.04 (Other Termination), and 12.05 (Bankruptcy)), non- transferable (except pursuant to Article 14 (Assignment)) right and license to practice ExxonMobil Background Information and ExxonMobil Background Patents for Generation 2 Technology in Power Applications and Hydrogen Applications.",12,25,License Grant,37328,37813
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"In the event ExxonMobil notifies FCE that it has formally decided not to pursue Generation 2 Technology for Carbon Capture Applications, then upon FCE's written request, ExxonMobil agrees to grant to FCE, under commercially reasonable terms to be determined in good faith, a worldwide, royalty-bearing (with the royalty to be negotiated), non- exclusive, sub-licensable, right and license to practice ExxonMobil Background Information and ExxonMobil Background Patents for Generation 2 Technology in any application outside of Power Applications and Hydrogen Applications. More particularly, said right and license to practice ExxonMobil Background Information and ExxonMobil Background Patents for Generation 2 Technology in any application outside of Power Applications includes the right to use, reproduce, and create derivative works of ExxonMobil Background Information under applicable copyrights and the right to make, use, import, and sell or offer to sell under the claims of ExxonMobil Background Patents.",12,25,License Grant,38468,39483
FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement.pdf,"The Supplier hereby grants to the Distributor the non-exclusive right, in the Territory, to use the Trade Marks in the promotion, advertisement and sale of the Products, subject to, and for the duration of, this agreement.",7,25,License Grant,11556,11778
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.pdf,"Subject to the terms and conditions of this Agreement, JRVS appoints the Distributor, and the Distributor hereby accepts such appointment, as JRVS'S non-exclusive authorized distributor for sale of the Products to the Customers (other than House Account) in the Territory (as these terms are defined in Section 1.8, above).",1,25,License Grant,2444,2767
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,"Subject to the terms set forth in this agreement, Erchonia grants Distributor the exclusive, non- transferable right and license to promote, distribute and sell the Products identified in Exhibit A to those type of customer specified in Exhibit B and only within the Territory specified in Exhibit B.",1,25,License Grant,1107,1407
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,Distributor shall only distribute or sell the Products to customers who are licensed health care professionals and meet the other requirements set forth in Exhibit B.,1,25,License Grant,1408,1574
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,Distributor shall not sell or export the Products outside the United States without prior written consent of Erchonia.,2,25,License Grant,4732,4850
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,"During the term of this Agreement, Erchonia grants Distributor a non-exclusive, non-transferable license to use the Trademarks for advertising and promotion of Products.",4,25,License Grant,13582,13751
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.pdf,"Hydraspin hereby grants to Distributor an exclusive non-transferable and royalty-free right and license to use Hydraspin's Marks in connection with the advertising, promotion, marketing, distribution and sale of the Products in the Territory in accordance with Hydraspin's standards and instructions.",8,25,License Grant,25576,25876
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement.pdf,"During the Term and subject to the limitations set forth in Paragraphs 9 and 10, ESSI shall have the right to use the name, image, likeness, characterization, visual and audio representation of Talent (""Talent Attributes"") in connection with the ESSI product suite, in the venue(s) as follows:
A. Promotional Territories (""Territories"") shall include various online, outdoor, radio and television promotional spots (specific promotional spots and content specifics to be mutually agreed upon) promoting the ESSI product suite (""Commercial Placements"") aired in various venues as determined to best suit the needed promotion of ESSI products;
B. On ESSI's downloaded apps (UseHerbo, Herbo Wallet, FitRx) and websites (www.useherbo.com; www.eccossi.com) (""Websites""), of which new ESSI owns and operates downloadable apps and websites may be added to this list at the will of ESSI; and
C. ESSI Natural Supplementation Products.
D. In ESSI product-related press releases (of which only ESSI may produce and publish).",1,25,License Grant,734,1747
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.pdf,"During the Term and subject to the limitations set forth in this Agreement, Naked shall have an exclusive right and license in the Territory to use Athlete's name, nickname, initials, autograph, image, likeness, photographs, biographical details, facsimile signature, voice, videos, electronic media depictions, any words, symbols or other depictions, as well as any other identifying attributes that would identify Athlete to the public, including any trade mark(s), copyrights which Wade has, as set forth on Schedule A attached hereto, and all multimedia assets that Wade owns or has right to use (collectively, the ""Wade Image"") solely for the advertising, endorsement, promotion, or sale of the Naked Products (including the Wade Products) in the Territory as follows: <omitted>
(1) On Naked's website(s) (""Website"");
(2) In social media channels, including, but not limited to Facebook, Instagram, Twitter, YouTube, Google+, Tumblr and other mutually agreeable channels, with reasonable frequency, to promote Naked Products and Wade Products;
(3) In marketing and media opportunities in connection with the Wade Services (as defined below); and
(4) For use on the packaging of the Naked Products and Wade Products and on Wade Products themselves.",1-2,25,License Grant,3343,5010
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.pdf,"For the avoidance of doubt, that certain logo designed by Athlete prior to the date hereof (the ""Logo"") shall remain the sole property of Wade and Naked shall have license during the Term to use the Logo for the advertising, endorsement, promotion, or sale of the Naked Products (including the Wade Products) in the Territory in accordance with the terms and conditions of the Agreement",2,25,License Grant,5980,6366
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.pdf,"Subject to Section 1.2, Franchisor hereby grants to Franchisee the exclusive right, (a) to establish and operate Smaaash Centres in the Territory, (b) to sub-license the right to establish and operate Smaaash Centres to third party franchisees in and for the Territory, (c) a license to use the products and other services developed by Franchisor with respect to the Smaaash Centres (including a right to authorise the use of products and services developed by the Franchisor by third party franchisees), in the Territory, and (d) to identify third party franchisees for the Smaaash Centres in the Territory.",1,25,License Grant,1645,2253
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.pdf,"The rights granted herein include the limited license to use the Trademarks of the Franchisor (the details of which are morefully set out in Exhibit A), as set out in Section 3 of this Agreement, for the purposes of establishing and operating the Smaaash Centres in the Territory.",1,25,License Grant,2254,2534
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.pdf,"Subject to the terms of this Agreement (including all obligations to first obtain Franchisor's written approval), Franchisor hereby grants to Franchisee the right to use the Trademarks (the details of which are set out in Exhibit A to this Agreement) (including sub-licensing this right to third party franchisees with the approval of Franchisor), on a royalty-free basis, for the purpose of operating and promoting the Smaaash Centres in the Territory.",2,25,License Grant,6467,6920
Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement.pdf,"Client hereby grants to Company a non-exclusive and limited license to use Client's trade names, logos and other trademarks in connection with Company advertising, marketing and promotion of its products and services.",1,25,License Grant,2832,3049
Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement.pdf,Client further agrees that Company may use and display the graphics and other web design elements of Client's website as examples of Company website design and development work.,1,25,License Grant,3227,3404
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.pdf,"T-Mobile hereby grants ELEPHANT TALK a fully paid-up, non-exclusive licence to use the Hosting Services for the purpose of ELEPHANT TALK in providing the ELEPHANT TALK Wholesale Services during the term of this Agreement without further consideration.",23,25,License Grant,49873,50124
VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.pdf,"Under the terms and conditions of this Agreement, VOTOCAST hereby grants to Licensee a nonexclusive, nontransferable license, to access the Services and provide Licensee's users (""Licensee Users"") with access to the Services",1,25,License Grant,1052,1276
VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.pdf,"Licensee hereby grants to VOTOCAST a non-exclusive, worldwide, royalty-free license during the term of this Agreement to edit, modify. adapt. translate, exhibit, publish, transmit, participate in the transfer of, reproduce, create derivative works from, distribute, perform, display and otherwise use Licensee Content as necessary to render Services to Licensee under this Agreement.",3,25,License Grant,13451,13834
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.pdf,"Customer hereby grants to IBM, its Affiliates and Subcontractors all rights and licenses to, or agrees to promptly obtain and keep in effect Required Consents for all Customer Components, necessary for IBM to perform all of its obligations as set forth in this Agreement.",7,25,License Grant,23912,24183
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.pdf,"IBM grants Customer a nonexclusive, nontransferable, revocable license to access and use the Base Components solely in connection with the Services as provided under this Agreement.",7,25,License Grant,26017,26198
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.pdf,"IBM grants Customer an irrevocable, nonexclusive, worldwide, paid-up license to use, execute, reproduce, display, and perform copies of such Materials and distribute within Customer's Affiliates only.",10,25,License Grant,34564,34764
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,"Subject to the terms and conditions of this Agreement, as of the Distribution Date, Nuance hereby grants to SpinCo and the members of the SpinCo Group a worldwide, non-exclusive, fully paid-up, perpetual and irrevocable, transferable (subject to ARTICLE VIII), sublicensable (subject to Section 3.01(g)) license under the Nuance Patents, solely to the extent that claims of the Nuance Patents cover products or services of the SpinCo Business in the SpinCo Field of Use, together with natural extensions and evolutions thereof, in each case to make, have made, use, sell, offer for sale, import and otherwise exploit such products and services, together with natural extensions and evolutions thereof.",10,25,License Grant,17114,17815
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,"Subject to the terms and conditions of this Agreement, as of the Distribution Date, Nuance hereby grants to SpinCo and the members of the SpinCo Group a worldwide, non-exclusive, fully paid-up, perpetual and irrevocable, transferable (subject to ARTICLE VIII), sublicensable (subject to Section 3.01(g)) license to install, access, use, reproduce, perform, display, modify (including the right to create improvements and derivative works), further develop, sell, manufacture, distribute and market products and services based on, using or incorporating the Nuance Shared Technology Assets within the SpinCo Field of Use, together with natural extensions and evolutions thereof.",10,25,License Grant,17832,18509
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,"Subject to the terms and conditions of this Agreement, as of the Distribution Date, Nuance hereby grants to SpinCo and the members of the SpinCo Group a worldwide, non-exclusive, fully paid-up, perpetual and irrevocable, transferable (subject to ARTICLE VIII), sublicensable (subject to Section 3.01(g)) license to continue to use any Nuance IP (other than Nuance Patents, Nuance Technology Assets, Nuance Trademarks and Nuance Data), in each case solely as and to the extent that it is used by the SpinCo Group in connection with products and services of the SpinCo Business within the SpinCo Field of Use, together with natural extensions and evolutions thereof.",10,25,License Grant,18538,19202
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,"Subject to the terms and conditions of this Agreement, as of the Distribution Date, SpinCo hereby grants to Nuance and the members of the Nuance Group a worldwide, non-exclusive, fully paid-up, perpetual and irrevocable, transferable (subject to ARTICLE VIII), sublicensable (subject to Section 4.01(g)) license under the SpinCo Patents, solely to the extent that claims of the SpinCo Patents cover products or services of the Nuance Business in the Nuance Field of Use, together with natural extensions and evolutions thereof, in each case to make, have made use, sell, offer for sale, import and otherwise exploit such products and services, together with natural extensions and evolutions thereof.",12,25,License Grant,23840,24540
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,"Subject to the terms and conditions of this Agreement, as of the Distribution Date, SpinCo hereby grants to Nuance and the members of the Nuance Group a worldwide, non-exclusive, fully paid-up, perpetual and irrevocable, transferable (subject to ARTICLE VIII), sublicensable (subject to Section 4.01(g)) license to install, access, use, reproduce, perform, display, modify (including the right to create improvements and derivative works), further develop, sell, manufacture, distribute and market products and services based on, using or incorporating the SpinCo Shared Technology Assets within the Nuance Field of Use, together with natural extensions and evolutions thereof.",12,25,License Grant,24557,25234
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,"Subject to the terms and conditions of this Agreement, as of the Distribution Date, SpinCo hereby grants to Nuance and the members of the Nuance Group a worldwide, non-exclusive, fully paid-up, perpetual and irrevocable, transferable (subject to ARTICLE VIII), sublicensable (subject to Section 4.01(g)) license to continue to use any SpinCo IP (other than SpinCo Patents, SpinCo Technology Assets, SpinCo Trademarks, SpinCo Domain Names and SpinCo Data), in each case solely as and to the extent that it is used by the Nuance Group in connection with products and services of the Nuance Business within the Nuance Field of Use, together with natural extensions and evolutions thereof.",12,25,License Grant,25263,25948
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,"In the event a Party divests a line of business or line of products or services by (a) spinning off a member of its Group by its sale or other disposition to a Third Party, (b) reducing ownership or control in a member of its Group so that it no longer qualifiers as a member of its Group under this Agreement, (c) selling or otherwise transferring such line of business, products or services to a Third Party or (d) forming a joint venture with a Third Party with respect to such line of business, products or services (each such divested entity or line of business, products or services, a ""Divested Entity""), the Divested Entity <omitted> shall retain those licenses granted to it under this Agreement, provided that the license shall be limited to the business, products or services (as applicable) of the Divested Entity as of the date of divestment and such natural development thereof within the Nuance Field of Use (where Nuance is the divesting Party) or SpinCo Field of Use (where SpinCo is the divesting party).",16-17,25,License Grant,40120,41172
GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement.pdf,"Hence, as of the Distribution Date, Honeywell hereby grants, and agrees to cause the members of the Honeywell Group to hereby grant, to SpinCo and the members of the SpinCo Group a non-exclusive, royalty-free, fully-paid, perpetual, sublicenseable (solely to Subsidiaries and suppliers for ""have-made"" purposes), worldwide license to use and exercise rights under the Honeywell Shared IP (excluding Trademarks, the Honeywell Content and the subject matter of any other Ancillary Agreement), said license being limited to use of a similar type, scope and extent as used in the SpinCo Business prior to the Distribution Date and the natural growth and development thereof.",9,25,License Grant,14350,15020
GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement.pdf,"Notwithstanding Section 3.01, Honeywell hereby grants, and agrees to cause the members of the Honeywell Group to hereby grant, to SpinCo and the members of the SpinCo Group, for a period of ten (10) years after the Distribution Date (unless earlier terminated in accordance with Section 3.03(c)), a non-exclusive, royalty-free, fully-paid, non-sublicenseable, non-transferable, worldwide license to use and reproduce the Honeywell Content solely for the SpinCo Group's internal business purposes.",10,25,License Grant,19734,20230
GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement.pdf,"Hence, as of the Distribution Date, SpinCo hereby grants, and agrees to cause the members of the SpinCo Group to hereby grant, to Honeywell and the members of the Honeywell Group a non-exclusive, royalty-free, fully-paid, perpetual, sublicenseable (solely to Subsidiaries and suppliers for ""have made"" purposes), worldwide license to use and exercise rights under the SpinCo Shared IP (excluding Trademarks and the subject matter of any other Ancillary Agreement), said license being limited to use of a similar type, scope and extent as used in the Honeywell Business prior to the Distribution Date and the natural growth and development thereof.",11,25,License Grant,22986,23633
GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement.pdf,"In the event a Party divests a business by (a) spinning off a member of its Group by its sale or other disposition to a third party, (b) reducing ownership or control in a member of its Group so that it no longer qualifiers as a member of its Group under this Agreement or (c) selling or otherwise transferring a line of business to a third party (each such divested entity/line of business, a ""Divested Entity""), the Divested Entity shall retain those licenses granted to it under this Agreement provided that the license shall be limited to the business of the Divested Entity as of the date of divestment and the natural development thereof.",15,25,License Grant,35769,36413
RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.pdf,"Company grants to Investor, for the duration of the Option Period, a worldwide, royalty-free, non-exclusive, irrevocable license (with the right to grant sublicenses to Affiliates) under the Patents to practice the methods therein described and claimed and to make and have made, use, offer to sell, sell and import products made using such methods, and to make Improvements, and to engage in any activity which would give rise to a claim of infringement (direct or indirect or otherwise) of one or more of the Patents in the absence of a license.",3,25,License Grant,4474,5021
RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.pdf,"Company further grants to Investor, during the duration of the Option Period, a worldwide, royalty-free, non-exclusive, irrevocable license (with the right to grant sublicenses to Affiliates) to use the Technical Information to practice the methods described and claimed in the Patents and to make and have made, use, offer to sell, sell and import products made using the methods, and to make Improvements, and to engage in any activity which would give rise to a claim of infringement (direct or indirect or otherwise) of one or more of the Patents in the absence of a license.",3,25,License Grant,5027,5606
